[19:05:42] Messen mit P=1 ...[INFO] Mi 02.07.2025 19:05:42 CEST → Läuft noch: N=1843200000, P=1
[INFO] Do 03.07.2025 01:16:06 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:16:16 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:16:26 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:16:36 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:16:46 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:16:56 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:17:06 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:17:16 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:17:26 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:17:36 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:17:46 CEST → Läuft noch: N=1843200000, P=23
[INFO] Do 03.07.2025 01:17:56 CEST → Läuft noch: N=1843200000, P=23
[01:18:01] P=23 done
[01:18:01] Messen mit P=24 ...[INFO] Do 03.07.2025 01:18:06 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:18:16 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:18:26 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:18:36 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:18:46 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:18:56 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:19:06 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:19:16 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:19:26 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:19:36 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:19:46 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:19:56 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:20:06 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:20:16 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:20:26 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:20:36 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:20:46 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:20:56 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:21:06 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:21:16 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:21:26 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:21:36 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:21:46 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:21:56 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:22:06 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:22:16 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:22:26 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:22:36 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:22:46 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:22:56 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:23:06 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:23:16 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:23:26 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:23:36 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:23:46 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:23:56 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:24:06 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:24:16 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:24:26 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:24:36 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:24:46 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:24:56 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:25:07 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:25:17 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:25:27 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:25:37 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:25:47 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:25:57 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:26:07 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:26:17 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:26:27 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:26:37 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:26:47 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:26:57 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:27:07 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:27:17 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:27:27 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:27:37 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:27:47 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:27:57 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:28:07 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:28:17 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:28:27 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:28:37 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:28:47 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:28:57 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:29:07 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:29:17 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:29:27 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:29:37 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:29:47 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:29:57 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:30:07 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:30:17 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:30:27 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:30:37 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:30:47 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:30:57 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:31:07 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:31:17 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:31:27 CEST → Läuft noch: N=1843200000, P=24
[INFO] Do 03.07.2025 01:31:37 CEST → Läuft noch: N=1843200000, P=24
[01:31:43] P=24 done
[01:31:43] Messen mit P=25 ...[INFO] Do 03.07.2025 01:31:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:31:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:32:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:32:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:32:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:32:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:32:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:32:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:33:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:33:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:33:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:33:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:33:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:33:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:34:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:34:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:34:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:34:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:34:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:34:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:35:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:35:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:35:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:35:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:35:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:35:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:36:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:36:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:36:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:36:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:36:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:36:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:37:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:37:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:37:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:37:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:37:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:37:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:38:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:38:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:38:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:38:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:38:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:38:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:39:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:39:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:39:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:39:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:39:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:39:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:40:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:40:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:40:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:40:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:40:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:40:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:41:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:41:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:41:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:41:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:41:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:41:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:42:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:42:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:42:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:42:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:42:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:42:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:43:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:43:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:43:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:43:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:43:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:43:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:44:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:44:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:44:27 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:44:37 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:44:47 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:44:57 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:45:07 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:45:17 CEST → Läuft noch: N=1843200000, P=25
[INFO] Do 03.07.2025 01:45:27 CEST → Läuft noch: N=1843200000, P=25
[01:45:34] P=25 done
[01:45:34] Messen mit P=32 ...[INFO] Do 03.07.2025 01:45:37 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:45:47 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:45:57 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:46:07 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:46:17 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:46:27 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:46:37 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:46:47 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:46:57 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:47:07 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:47:17 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:47:27 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:47:37 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:47:47 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:47:57 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:48:07 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:48:17 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:48:27 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:48:37 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:48:47 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:48:57 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:49:07 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:49:17 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:49:27 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:49:37 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:49:47 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:49:57 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:50:07 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:50:17 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:50:27 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:50:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:50:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:50:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:51:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:51:18 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:51:28 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:51:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:51:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:51:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:52:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:52:18 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:52:28 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:52:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:52:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:52:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:53:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:53:18 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:53:28 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:53:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:53:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:53:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:54:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:54:18 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:54:28 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:54:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:54:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:54:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:55:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:55:18 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:55:28 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:55:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:55:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:55:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:56:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:56:18 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:56:28 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:56:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:56:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:56:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:57:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:57:18 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:57:28 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:57:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:57:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:57:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:58:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:58:18 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:58:28 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:58:38 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:58:48 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:58:58 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:59:08 CEST → Läuft noch: N=1843200000, P=32
[INFO] Do 03.07.2025 01:59:18 CEST → Läuft noch: N=1843200000, P=32
[01:59:27] P=32 done
[01:59:27] Messen mit P=64 ...[INFO] Do 03.07.2025 01:59:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 01:59:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 01:59:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 01:59:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:00:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:00:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:00:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:00:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:00:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:00:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:01:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:01:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:01:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:01:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:01:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:01:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:02:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:02:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:02:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:02:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:02:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:02:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:03:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:03:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:03:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:03:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:03:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:03:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:04:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:04:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:04:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:04:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:04:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:04:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:05:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:05:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:05:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:05:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:05:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:05:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:06:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:06:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:06:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:06:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:06:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:06:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:07:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:07:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:07:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:07:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:07:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:07:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:08:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:08:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:08:28 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:08:38 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:08:48 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:08:58 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:09:08 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:09:18 CEST → Läuft noch: N=1843200000, P=64
[INFO] Do 03.07.2025 02:09:28 CEST → Läuft noch: N=1843200000, P=64
